Id,MSSubClass,MSZoning,Utilities,Neighborhood,BldgType,RoofMatl,Foundation,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,GarageType,PavedDrive,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,StreetAlley,LandSlpContr,LotCondition,BsmtFinType,BsmtGrade,LotExterior,ExterGrade,GarageGrade,HouseAge,GarageAge,RemodAge,BsmtFinSF,TotalBsmtBath,LivRmsAbvGrd,WDOpnPorch,TSSnEncPorch,OverallGrade
696,20,RL,AllPub,Timber,1Fam,CompShg,CBlock,1112,GasA,Y,SBrkr,1137,0,1137,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,176000,1.5,1.5,2.0,2.5,1.5,6.0,3.5,4.0,19,19.0,19,1020,1.0,2,125,0,6.0
697,30,RM,AllPub,BrkSide,1Fam,CompShg,CBlock,616,GasA,Y,SBrkr,616,0,616,1,0,2,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,89000,1.5,1.5,2.0,4.0,3.0,14.0,3.5,4.0,85,85.0,56,616,0.0,1,0,129,6.0
698,20,RL,AllPub,Edwards,1Fam,CompShg,PConc,980,GasA,Y,FuseA,1148,0,1148,1,0,2,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,123500,1.5,1.5,2.0,1.5,0.5,13.5,3.5,4.0,54,54.0,54,761,0.5,3,0,0,6.0
699,20,RL,AllPub,Sawyer,1Fam,CompShg,CBlock,894,GasA,Y,SBrkr,894,0,894,1,0,3,1,Typ,Detchd,Y,MnPrv,missing,0,WD,Normal,138500,1.5,1.5,3.5,1.5,3.0,8.0,2.5,4.0,45,37.0,1,670,1.0,1,560,0,6.5
700,120,FV,AllPub,Somerst,TwnhsE,CompShg,PConc,1391,GasA,Y,SBrkr,1391,0,1391,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,196000,1.0,1.5,2.0,3.5,2.5,8.0,3.0,4.0,4,4.0,4,16,0.0,2,314,0,6.0
701,20,RL,AllPub,Timber,1Fam,CompShg,PConc,1800,GasA,Y,SBrkr,1800,0,1800,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,312500,1.5,1.5,2.0,3.5,1.5,12.5,3.0,4.0,4,4.0,4,1274,1.0,3,348,0,6.5
702,20,RL,AllPub,NWAmes,1Fam,CompShg,CBlock,1164,GasA,Y,SBrkr,1164,0,1164,1,1,3,1,Typ,Attchd,Y,missing,missing,0,COD,Normal,140000,1.5,1.5,2.0,5.0,3.0,6.0,3.5,4.0,37,37.0,37,0,0.0,2,0,0,6.0
703,60,RL,AllPub,StoneBr,1Fam,CompShg,PConc,1234,GasA,Y,SBrkr,1264,0,2576,2,1,4,1,Typ,BuiltIn,Y,missing,missing,0,New,Partial,361919,1.5,1.5,2.0,5.0,0.5,12.5,2.0,4.0,0,0.0,0,0,0.0,5,424,0,6.5
704,190,RM,AllPub,OldTown,2fmCon,CompShg,BrkTil,360,GasA,Y,SBrkr,1032,0,1812,2,0,4,2,Typ,Detchd,N,MnPrv,missing,0,WD,Normal,140000,1.5,1.5,1.5,5.0,2.5,13.5,2.5,4.0,110,11.0,14,0,0.0,2,344,40,7.0
705,20,RL,AllPub,CollgCr,1Fam,CompShg,PConc,1473,GasA,Y,SBrkr,1484,0,1484,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,213000,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,6,6.0,5,712,1.0,3,35,144,6.0
706,190,RM,AllPub,IDOTRR,2fmCon,CompShg,Slab,0,GasA,N,SBrkr,372,0,1092,2,0,3,2,Mod,missing,N,missing,Othr,3500,WD,Normal,55000,1.5,1.5,2.0,6.0,4.0,13.5,1.0,5.0,80,30.0,60,0,0.0,2,0,0,4.5
707,20,RL,AllPub,ClearCr,1Fam,CompShg,CBlock,1643,GasA,Y,SBrkr,1824,0,1824,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,302000,1.5,2.0,2.0,3.5,2.5,9.5,3.5,4.0,36,36.0,5,1219,1.0,2,428,0,6.0
708,120,RL,AllPub,NridgHt,TwnhsE,CompShg,PConc,1324,GasA,Y,SBrkr,1324,0,1324,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,254000,1.5,1.5,2.0,3.5,2.5,8.0,3.0,4.0,3,3.0,3,863,1.0,3,230,0,6.5
709,60,RL,AllPub,Gilbert,1Fam,CompShg,PConc,728,GasA,Y,SBrkr,728,0,1456,2,1,3,1,Typ,Attchd,Y,missing,missing,0,New,Partial,179540,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,0,0.0,0,0,0.0,4,124,0,6.0
710,20,RL,AllPub,Sawyer,1Fam,CompShg,PConc,876,GasA,Y,SBrkr,904,0,904,1,0,3,1,Typ,Attchd,Y,MnPrv,missing,0,WD,Abnorml,109900,1.5,1.5,2.0,5.0,3.0,6.0,3.5,4.0,42,42.0,42,0,0.0,2,0,0,6.0
711,30,RL,AllPub,BrkSide,1Fam,CompShg,CBlock,270,GasA,Y,SBrkr,729,0,729,1,0,2,1,Maj2,missing,N,missing,missing,0,WD,Normal,52000,1.5,1.5,2.0,5.0,3.0,12.5,3.0,5.0,73,28.0,5,0,0.0,2,0,0,4.5
712,50,C (all),AllPub,IDOTRR,1Fam,CompShg,Stone,859,GasA,Y,SBrkr,859,0,1178,1,0,2,1,Typ,Detchd,N,missing,missing,0,WD,Abnorml,102776,1.0,1.0,2.0,5.0,3.0,8.0,3.5,4.0,110,46.0,60,0,0.0,4,68,98,5.5
713,120,RL,AllPub,StoneBr,TwnhsE,CompShg,PConc,1228,GasA,Y,SBrkr,1228,0,1228,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,189000,1.5,0.5,2.0,3.5,2.5,6.0,3.0,4.0,20,20.0,19,767,1.0,2,288,0,6.5
714,190,RL,AllPub,BrkSide,2fmCon,CompShg,CBlock,960,GasW,N,SBrkr,960,0,960,1,0,3,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,129000,1.5,1.5,4.0,2.5,3.0,6.0,3.5,4.0,36,36.0,36,789,1.0,2,288,0,4.5
715,60,RL,AllPub,Sawyer,1Fam,CompShg,CBlock,725,GasA,Y,SBrkr,725,0,1479,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,130500,1.5,1.5,3.5,3.5,3.0,8.0,3.0,4.0,34,34.0,5,533,0.0,2,44,0,7.0
716,20,RL,AllPub,NWAmes,1Fam,CompShg,CBlock,1064,GasA,Y,SBrkr,1350,0,1350,2,0,3,1,Typ,Attchd,Y,MnPrv,missing,0,WD,Normal,165000,1.5,1.5,2.0,5.0,2.5,6.0,3.5,4.0,35,35.0,35,0,0.0,3,0,0,5.5
717,70,RM,AllPub,OldTown,1Fam,CompShg,BrkTil,718,GasA,Y,SBrkr,1576,0,2554,1,1,3,1,Typ,Detchd,P,missing,missing,0,WD,Normal,159500,0.5,0.0,2.0,5.0,3.0,13.0,2.5,4.0,117,11.0,9,0,0.0,4,48,143,7.5
718,20,RL,AllPub,NWAmes,1Fam,CompShg,CBlock,1176,GasA,Y,SBrkr,1178,0,1178,1,1,3,1,Typ,Attchd,Y,MnPrv,missing,0,WD,Normal,157000,1.5,1.5,2.0,3.0,2.5,6.0,3.5,4.0,35,35.0,8,1084,0.5,1,224,0,5.5
719,60,RL,AllPub,NoRidge,1Fam,CompShg,PConc,1311,GasA,Y,SBrkr,1325,0,2418,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,341000,1.5,1.5,2.0,3.5,2.5,10.0,3.0,4.0,15,15.0,14,1173,1.0,5,404,216,6.0
720,20,RL,AllPub,CollgCr,1Fam,CompShg,CBlock,971,GasA,Y,SBrkr,971,0,971,1,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,128500,1.5,1.5,2.0,2.5,2.5,8.0,3.5,4.0,37,37.0,37,523,0.0,1,0,0,5.5
721,120,RL,AllPub,StoneBr,1Fam,CompShg,PConc,1742,GasA,Y,SBrkr,1742,0,1742,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,275000,1.5,1.5,2.0,3.5,2.5,6.0,3.0,4.0,21,21.0,21,1148,1.0,2,142,234,6.5
722,120,RM,AllPub,CollgCr,TwnhsE,CompShg,PConc,848,GasA,Y,SBrkr,848,0,848,1,0,1,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,143000,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,6,6.0,6,662,1.0,1,160,0,5.5
723,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,864,GasA,Y,SBrkr,864,0,864,1,0,3,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,124500,1.5,1.5,2.0,2.5,3.0,8.0,2.5,4.0,39,15.0,39,191,0.0,1,0,0,5.5
724,50,RL,AllPub,Edwards,1Fam,CompShg,PConc,941,GasA,Y,SBrkr,997,0,1470,2,0,4,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,135000,1.5,1.5,2.0,5.0,3.0,8.0,3.5,4.0,54,50.0,36,0,0.0,2,0,156,5.0
725,20,RL,AllPub,Edwards,1Fam,CompShg,PConc,1698,GasA,Y,SBrkr,1698,0,1698,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,320000,1.5,1.5,2.0,3.5,1.5,5.0,2.0,4.0,2,2.0,1,1234,1.0,4,391,0,7.0
726,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,864,GasA,Y,SBrkr,864,0,864,1,0,3,1,Typ,Detchd,Y,missing,Shed,500,WD,Normal,120500,1.5,1.5,2.0,0.5,3.0,8.0,3.5,4.0,39,20.0,39,614,0.0,1,96,0,5.0
727,20,RL,AllPub,Crawfor,1Fam,CompShg,CBlock,880,GasA,Y,SBrkr,1680,0,1680,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,222000,1.5,1.5,2.0,3.5,2.5,11.5,2.0,4.0,21,21.0,2,808,1.0,1,336,182,7.5
728,20,RL,AllPub,CollgCr,1Fam,CompShg,PConc,1232,GasA,Y,SBrkr,1232,0,1232,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,194500,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,2,2.0,2,724,1.0,3,132,0,6.0
729,90,RL,AllPub,NAmes,Duplex,CompShg,CBlock,1584,GasA,Y,SBrkr,1776,0,1776,2,0,4,2,Typ,Detchd,Y,missing,missing,0,COD,Abnorml,110000,1.5,1.5,2.0,5.0,3.0,12.5,3.5,4.0,51,41.0,51,0,1.0,3,25,0,5.0
730,30,RM,AllPub,IDOTRR,1Fam,CompShg,CBlock,780,GasA,Y,FuseA,848,360,1208,1,0,2,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,103000,0.5,1.5,2.0,3.0,3.0,8.0,3.5,4.0,84,47.0,59,152,0.0,2,23,112,4.5
731,120,RL,AllPub,StoneBr,TwnhsE,CompShg,PConc,1595,GasA,Y,SBrkr,1616,0,1616,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,236500,1.5,1.5,2.0,3.5,2.5,5.0,3.0,4.0,15,15.0,14,1180,1.0,2,389,0,6.5
732,80,RL,AllPub,Timber,1Fam,CompShg,PConc,868,GasA,Y,SBrkr,1146,0,1146,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,187500,1.5,1.5,2.0,3.5,1.5,12.5,3.0,4.0,4,4.0,4,786,1.0,2,182,0,6.0
733,60,RL,AllPub,CollgCr,1Fam,CompShg,PConc,1153,GasA,Y,SBrkr,1153,0,2031,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,222500,1.5,1.5,2.0,2.5,2.5,12.5,3.0,4.0,10,10.0,9,252,0.0,4,276,0,6.0
734,20,RL,AllPub,Sawyer,1Fam,CompShg,CBlock,864,GasA,Y,SBrkr,1144,0,1144,1,0,3,1,Typ,Attchd,Y,GdWo,Shed,400,WD,Normal,131400,1.5,1.5,1.5,3.0,3.0,6.0,3.5,4.0,48,48.0,26,594,1.0,2,165,0,5.5
735,20,RL,AllPub,Sawyer,1Fam,CompShg,PConc,948,GasA,Y,SBrkr,948,0,948,1,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Family,108000,1.5,1.5,2.0,5.0,3.0,9.5,3.5,4.0,39,39.0,39,0,0.0,2,147,0,5.0
736,75,RM,AllPub,OldTown,1Fam,CompShg,BrkTil,880,GasW,N,SBrkr,880,0,1768,1,1,2,1,Typ,Detchd,N,missing,missing,0,WD,Normal,163000,1.5,1.5,2.0,4.5,2.5,13.5,3.5,4.0,92,92.0,36,390,0.0,3,341,0,7.0
737,90,RL,AllPub,NAmes,Duplex,CompShg,CBlock,0,GasA,N,FuseF,1040,0,1040,2,0,2,2,Typ,Detchd,Y,missing,missing,0,WD,Normal,93500,1.5,1.5,2.0,6.0,4.0,11.0,3.5,4.0,56,57.0,56,0,0.0,2,0,0,3.5
738,60,RL,AllPub,Gilbert,1Fam,CompShg,PConc,893,GasA,Y,SBrkr,901,0,1801,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,239900,1.5,0.5,2.0,5.0,2.5,12.5,3.0,4.0,1,1.0,1,0,0.0,4,116,0,6.5
739,90,RL,AllPub,Edwards,Duplex,CompShg,CBlock,1200,GasA,Y,SBrkr,1200,0,1200,3,0,3,1,Typ,missing,Y,missing,missing,0,WD,Alloca,179000,1.5,1.5,2.0,3.5,1.5,9.5,3.5,5.0,22,29.0,21,1200,3.0,1,120,0,5.0
740,60,RL,AllPub,CollgCr,1Fam,CompShg,PConc,864,GasA,Y,SBrkr,864,0,1728,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,190000,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,5,5.0,5,0,0.0,3,243,0,6.0
741,70,RM,AllPub,OldTown,1Fam,CompShg,BrkTil,264,GasA,Y,SBrkr,768,0,1432,2,0,2,1,Typ,Detchd,Y,GdPrv,missing,0,WD,Abnorml,132000,0.5,1.5,2.0,5.0,0.5,14.0,2.5,3.0,97,97.0,5,0,0.0,4,270,112,6.0
742,20,RL,AllPub,Sawyer,1Fam,CompShg,CBlock,912,GasA,Y,SBrkr,912,0,912,1,0,3,1,Typ,Detchd,Y,GdPrv,missing,0,WD,Normal,142000,1.5,1.5,1.5,3.5,3.0,6.0,2.5,4.0,47,46.0,12,832,1.5,1,168,0,7.0
743,20,RL,AllPub,SawyerW,1Fam,CompShg,PConc,1349,GasA,Y,SBrkr,1349,0,1349,2,0,3,1,Typ,Attchd,Y,GdPrv,missing,0,WD,Normal,179000,1.5,1.5,2.0,5.0,2.5,12.5,3.5,4.0,7,7.0,6,0,0.0,2,175,0,6.0
744,80,RL,AllPub,Sawyer,1Fam,CompShg,CBlock,520,GasA,Y,SBrkr,1464,0,1464,2,0,3,1,Min2,Attchd,Y,missing,missing,0,WD,Normal,175000,1.5,1.5,2.0,2.5,2.5,6.0,3.5,4.0,46,12.0,10,444,0.5,2,302,100,5.5
745,120,RL,AllPub,StoneBr,TwnhsE,CompShg,PConc,1337,GasA,Y,SBrkr,1337,0,1337,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,180000,1.5,0.5,2.0,3.5,2.5,6.0,3.0,4.0,15,15.0,15,733,1.0,2,96,238,6.5
746,60,RL,AllPub,NWAmes,1Fam,CompShg,CBlock,1142,GasA,Y,SBrkr,1175,0,2715,3,1,4,1,Typ,BuiltIn,Y,missing,missing,0,WD,Normal,299800,1.5,1.5,2.0,1.0,2.0,12.5,1.0,4.0,32,14.0,12,655,0.5,6,204,0,8.5
747,60,RL,AllPub,Gilbert,1Fam,CompShg,PConc,952,GasA,Y,SBrkr,980,0,2256,2,1,4,1,Typ,BuiltIn,Y,missing,missing,0,WD,Normal,236000,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,9,9.0,9,300,0.0,3,278,0,6.0
748,70,RM,AllPub,OldTown,1Fam,CompShg,Stone,1240,GasW,N,SBrkr,1320,0,2640,1,1,4,1,Typ,Detchd,N,missing,missing,0,WD,Normal,265979,1.0,1.5,2.0,5.0,1.5,11.5,3.0,4.0,129,59.0,6,0,0.0,3,181,386,7.0
749,20,RL,AllPub,NoRidge,1Fam,CompShg,PConc,1720,GasA,Y,SBrkr,1720,0,1720,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,260400,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,14,14.0,14,919,1.0,3,296,154,6.0
750,50,RL,AllPub,Edwards,1Fam,CompShg,Slab,0,Wall,N,FuseF,1088,0,1529,2,0,4,1,Mod,Detchd,N,missing,missing,0,WD,Normal,98000,1.5,1.5,2.0,6.0,4.0,14.5,3.5,4.0,64,64.0,59,0,0.0,4,92,185,3.5
751,50,RM,AllPub,OldTown,1Fam,CompShg,BrkTil,576,GasA,Y,SBrkr,792,0,1140,1,0,3,1,Min2,missing,N,missing,missing,0,WD,Normal,96500,0.5,1.5,2.0,5.0,1.5,13.5,3.5,5.0,100,30.0,6,0,0.0,3,160,0,5.5
752,60,RL,AllPub,Gilbert,1Fam,CompShg,PConc,660,GasA,Y,SBrkr,660,0,1320,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,162000,1.5,1.5,4.0,5.0,2.5,12.5,3.0,4.0,4,4.0,4,0,0.0,2,48,0,6.0
753,20,RL,AllPub,CollgCr,1Fam,CompShg,PConc,1479,GasA,Y,SBrkr,1494,0,1494,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,217000,1.5,1.5,2.0,3.5,2.5,12.5,2.5,4.0,9,9.0,9,1200,1.0,2,195,0,5.5
754,60,RL,AllPub,NridgHt,1Fam,CompShg,PConc,1030,GasA,Y,SBrkr,1038,0,2098,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,275500,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,1,1.0,1,0,0.0,4,244,0,6.5
755,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1026,GasA,Y,SBrkr,1026,0,1026,1,0,3,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,156000,1.5,1.5,2.0,2.5,3.0,9.5,3.5,4.0,40,40.0,4,911,1.0,1,219,0,7.0
756,160,FV,AllPub,Somerst,TwnhsE,CompShg,PConc,729,GasA,Y,SBrkr,742,0,1471,2,1,3,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,172500,1.0,1.5,2.0,3.5,2.5,8.0,3.5,4.0,10,10.0,10,381,0.0,2,24,0,5.5
757,60,RL,AllPub,CollgCr,1Fam,CompShg,PConc,866,GasA,Y,SBrkr,866,0,1768,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,212000,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,2,2.0,2,20,0.0,3,249,0,6.5
758,60,RL,AllPub,Sawyer,1Fam,CompShg,CBlock,672,GasA,Y,SBrkr,672,0,1386,2,1,3,1,Typ,Attchd,Y,GdPrv,missing,0,WD,Abnorml,158900,1.5,1.5,2.0,4.5,3.0,6.0,3.5,4.0,32,32.0,32,438,0.0,2,335,0,5.5
759,160,FV,AllPub,Somerst,Twnhs,CompShg,PConc,744,GasA,Y,SBrkr,757,0,1501,2,1,3,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,179400,1.0,1.5,2.0,2.5,2.5,8.0,3.5,4.0,9,9.0,9,549,0.0,2,0,0,6.0
760,60,RL,AllPub,NoRidge,1Fam,CompShg,PConc,1318,GasA,Y,SBrkr,1328,0,2531,2,1,4,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,290000,1.5,1.5,2.0,1.5,2.5,12.5,3.0,4.0,12,12.0,12,120,0.0,4,320,0,6.5
761,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,864,GasA,Y,SBrkr,864,0,864,1,0,2,1,Typ,Detchd,Y,missing,Shed,450,WD,Normal,127500,1.5,1.5,2.0,4.5,3.0,13.5,3.5,0.0,50,1.0,50,612,0.0,2,0,0,6.0
762,30,RM,AllPub,BrkSide,1Fam,CompShg,PConc,1145,GasA,Y,SBrkr,1301,0,1301,1,0,2,1,Min1,Detchd,Y,missing,missing,0,WD,Normal,100000,1.5,1.5,1.5,4.0,3.0,13.5,3.5,4.0,85,44.0,59,405,0.0,2,0,0,5.0
763,60,FV,AllPub,Somerst,1Fam,CompShg,PConc,756,GasA,Y,SBrkr,764,0,1547,2,1,3,1,Typ,Attchd,Y,missing,missing,0,Con,Normal,215200,1.5,1.5,2.0,3.5,2.5,12.5,3.5,4.0,1,1.0,1,24,0.0,3,214,0,6.0
764,60,RL,AllPub,NoRidge,1Fam,CompShg,PConc,1252,GasA,Y,SBrkr,1268,0,2365,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,337000,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,10,10.0,10,1163,1.0,4,128,180,6.5
765,120,RL,AllPub,Veenker,TwnhsE,CompShg,PConc,1494,GasA,Y,SBrkr,1494,0,1494,1,1,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,270000,1.5,1.5,2.0,2.5,1.5,3.0,2.0,4.0,11,11.0,10,1494,1.0,3,30,216,6.5
766,20,RL,AllPub,Somerst,1Fam,CompShg,PConc,1498,GasA,Y,SBrkr,1506,0,1506,2,0,2,1,Typ,Attchd,Y,missing,missing,0,New,Partial,264132,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,0,0.0,0,0,0.0,3,174,0,7.0
767,60,RL,AllPub,NWAmes,1Fam,CompShg,CBlock,980,GasA,Y,SBrkr,980,0,1714,2,1,3,1,Typ,Attchd,Y,MnPrv,Shed,500,WD,Normal,196500,1.5,1.5,2.0,3.5,2.5,6.0,3.5,4.0,22,22.0,22,394,0.0,3,294,156,6.0
768,50,RL,AllPub,Mitchel,1Fam,CompShg,CBlock,983,GasA,Y,SBrkr,983,0,1750,2,0,4,1,Mod,Attchd,Y,missing,Shed,1300,WD,Normal,160000,1.5,1.5,2.0,2.5,2.5,12.5,3.5,4.0,68,19.0,23,660,1.0,2,245,156,6.5
769,20,RL,AllPub,CollgCr,1Fam,CompShg,PConc,1860,GasA,Y,SBrkr,1836,0,1836,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,216837,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,2,2.0,1,24,0.0,4,153,0,6.0
770,60,RL,AllPub,StoneBr,1Fam,CompShg,PConc,1650,GasA,Y,SBrkr,1690,0,3279,3,1,4,1,Mod,BuiltIn,Y,missing,missing,0,WD,Normal,538000,1.5,1.0,2.0,2.5,2.5,10.0,2.0,4.0,7,7.0,7,1416,1.0,7,539,210,6.5
771,85,RL,AllPub,Sawyer,1Fam,CompShg,CBlock,858,GasA,Y,SBrkr,858,0,858,1,0,2,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,134900,1.5,1.5,2.0,3.5,2.5,13.5,3.5,4.0,27,26.0,27,685,1.0,2,120,0,5.0
772,20,RL,AllPub,Edwards,1Fam,CompShg,CBlock,836,GasA,Y,FuseF,1220,0,1220,1,0,2,1,Typ,Detchd,Y,missing,missing,0,COD,Normal,102000,1.5,1.5,2.0,4.0,0.5,13.5,3.5,4.0,55,55.0,55,836,0.0,3,0,0,4.5
773,80,RL,AllPub,Edwards,1Fam,CompShg,CBlock,1029,GasA,Y,SBrkr,1117,0,1117,1,0,3,1,Typ,Detchd,Y,MnPrv,missing,0,WD,Abnorml,107000,1.5,1.5,2.0,0.5,3.0,9.5,3.5,4.0,34,34.0,34,549,1.0,2,144,0,5.5
774,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,912,GasA,Y,FuseA,912,0,912,1,0,2,1,Typ,Attchd,Y,missing,missing,0,COD,Normal,114500,1.5,1.5,1.5,4.5,3.0,13.5,3.5,4.0,49,49.0,49,456,0.0,2,0,0,5.0
775,20,RL,AllPub,NridgHt,1Fam,CompShg,PConc,1935,GasA,Y,SBrkr,1973,0,1973,2,0,3,1,Typ,Attchd,Y,missing,missing,0,New,Partial,395000,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,1,1.0,1,0,0.0,5,360,0,6.5
776,120,RM,AllPub,Mitchel,TwnhsE,CompShg,PConc,1204,GasA,Y,SBrkr,1204,0,1204,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,162000,1.5,1.5,2.0,3.5,1.5,12.5,3.5,4.0,11,11.0,11,866,1.0,2,247,0,5.5
777,20,RL,AllPub,CollgCr,1Fam,CompShg,PConc,1614,GasA,Y,SBrkr,1614,0,1614,2,0,3,1,Typ,Attchd,Y,missing,missing,0,New,Partial,221500,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,1,1.0,0,20,0.0,3,203,0,6.0
778,20,RL,AllPub,Sawyer,1Fam,CompShg,CBlock,864,GasA,Y,SBrkr,894,0,894,1,0,3,1,Typ,Attchd,Y,MnPrv,missing,0,WD,Normal,142500,1.5,1.5,2.0,2.5,3.0,8.0,3.5,4.0,32,32.0,32,762,1.0,1,241,0,5.0
779,90,RH,AllPub,SawyerW,Duplex,CompShg,Slab,0,GasA,Y,SBrkr,2020,0,2020,2,0,4,2,Typ,Detchd,Y,missing,missing,0,WD,Normal,144000,1.5,1.5,1.5,6.0,4.0,9.5,3.5,4.0,30,30.0,30,0,0.0,4,0,0,5.0
780,90,RL,AllPub,Mitchel,Duplex,CompShg,CBlock,975,GasA,Y,SBrkr,1004,0,1004,1,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,135000,1.5,1.5,2.0,3.5,2.5,8.0,3.5,4.0,29,29.0,29,975,1.0,1,0,0,5.5
781,20,RL,AllPub,Gilbert,1Fam,CompShg,PConc,1237,GasA,Y,SBrkr,1253,0,1253,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,176000,1.5,1.5,2.0,5.0,1.5,6.0,3.5,4.0,12,12.0,11,0,0.0,2,241,0,6.0
782,60,RL,AllPub,SawyerW,1Fam,CompShg,PConc,761,GasA,Y,SBrkr,810,0,1603,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,175900,1.5,1.5,2.0,2.5,2.5,12.5,2.0,4.0,14,14.0,14,387,0.0,3,124,0,5.5
783,20,RL,AllPub,CollgCr,1Fam,CompShg,PConc,1413,GasA,Y,SBrkr,1430,0,1430,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,187100,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,8,8.0,7,0,0.0,2,33,0,6.0
784,85,RL,AllPub,Mitchel,1Fam,CompShg,PConc,1097,GasA,Y,SBrkr,1110,0,1110,1,0,1,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,165500,1.5,1.5,2.0,3.5,2.5,9.5,2.5,4.0,31,31.0,31,1097,1.0,2,333,0,5.5
785,75,RM,AllPub,OldTown,1Fam,CompShg,CBlock,742,GasA,Y,SBrkr,742,0,1484,2,0,3,1,Typ,missing,Y,missing,missing,0,WD,Normal,128000,0.5,1.5,2.0,5.0,3.0,14.0,3.5,5.0,94,28.0,7,0,0.0,5,291,134,6.0
786,20,RL,AllPub,NWAmes,1Fam,CompShg,CBlock,1372,GasA,Y,SBrkr,1342,0,1342,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,161500,1.5,1.5,1.5,3.5,3.0,8.5,3.5,4.0,42,42.0,42,881,0.0,3,0,197,5.5
