Id,MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,HouseAge,GarageAge,RemodAge,BsmtFinSF,TotalBsmtBath,LivRmsAbvGrd,WDOpnPorch,TSSnEncPorch,OverallGrade
816,20,RL,Pave,missing,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,1649,GasA,Ex,Y,SBrkr,1661,0,1661,2,0,3,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,224900,12,12.0,12,0,0.0,2,34,0,6.0
817,20,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,missing,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1008,GasA,Gd,Y,SBrkr,1008,0,1008,1,0,2,1,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,137000,52,52.0,52,486,0.0,1,0,120,5.5
818,20,RL,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1568,GasA,Ex,Y,SBrkr,1689,0,1689,2,0,3,1,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,271000,6,6.0,6,1218,1.0,3,209,0,6.5
819,80,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,1010,GasA,Gd,Y,SBrkr,1052,0,1052,1,0,3,1,TA,Typ,missing,Attchd,Unf,TA,TA,Y,missing,MnPrv,missing,0,WD,Normal,155000,39,39.0,39,504,1.0,2,0,0,6.5
820,120,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1358,GasA,Ex,Y,SBrkr,1358,0,1358,2,0,2,1,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,New,Partial,224000,1,0.0,0,733,1.0,3,227,0,6.0
821,60,RL,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,missing,Gd,TA,PConc,Gd,TA,No,Unf,Unf,798,GasA,Ex,Y,SBrkr,798,0,1640,2,1,3,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,183000,5,5.0,5,0,0.0,2,45,0,6.0
822,20,RM,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,Gable,CompShg,MetalSd,MetalSd,missing,Fa,TA,CBlock,Fa,TA,No,Unf,Unf,936,GasA,TA,N,SBrkr,936,0,936,1,0,2,1,TA,Min2,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,93000,56,35.0,56,0,0.0,1,32,112,4.0
823,60,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,missing,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,847,GasA,Ex,Y,SBrkr,847,0,1733,2,1,3,1,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,missing,missing,missing,0,WD,Family,225000,4,4.0,4,0,0.0,3,148,0,6.0
824,50,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,missing,TA,TA,BrkTil,TA,TA,No,Unf,Unf,778,GasA,TA,Y,SBrkr,944,0,1489,2,0,3,1,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,missing,GdWo,missing,0,WD,Normal,139500,69,69.0,59,0,0.0,3,335,0,6.5
825,20,FV,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,missing,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,1489,GasA,Ex,Y,SBrkr,1489,0,1489,2,0,3,1,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,New,Partial,232600,0,0.0,0,0,0.0,3,140,0,6.5
826,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,2078,GasA,Ex,Y,SBrkr,2084,0,2084,2,0,2,1,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,New,Partial,385000,1,1.0,0,1636,1.0,4,233,0,7.5
827,45,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,missing,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,784,GasA,Gd,Y,SBrkr,784,0,784,1,0,2,1,Gd,Typ,missing,missing,missing,missing,missing,Y,missing,missing,missing,0,WD,Normal,109500,84,28.0,58,784,1.0,2,0,116,5.5
828,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,missing,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1454,GasA,Ex,Y,SBrkr,1434,0,1434,2,0,3,1,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,189000,8,8.0,8,20,0.0,2,329,0,6.0
829,60,RL,Pave,missing,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,Flat,Tar&Grv,Plywood,Plywood,missing,TA,TA,PConc,TA,Gd,Gd,LwQ,ALQ,1013,GasA,TA,Y,SBrkr,1160,0,2126,2,1,3,1,TA,Min2,missing,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Abnorml,185000,42,42.0,42,1013,0.5,3,486,225,5.0
830,160,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,missing,Gd,TA,PConc,Gd,TA,No,Unf,Unf,600,GasA,Ex,Y,SBrkr,520,80,1223,2,1,2,1,Gd,Typ,missing,Detchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,147400,1,1.0,1,0,0.0,1,166,0,6.0
831,20,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,1392,GasA,TA,Y,FuseA,1392,0,1392,1,1,3,1,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,166000,51,51.0,51,1040,1.0,2,0,192,5.5
832,160,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,missing,TA,TA,PConc,Gd,TA,No,Unf,Unf,600,GasA,Ex,Y,SBrkr,520,80,1200,2,1,2,1,Gd,Typ,missing,Detchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,151000,1,1.0,1,0,0.0,1,166,0,6.0
833,60,RL,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,941,GasA,Ex,Y,SBrkr,941,0,1829,2,1,3,1,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,237000,7,7.0,7,483,1.0,3,231,0,6.5
834,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,BLQ,1516,GasA,TA,Y,SBrkr,1516,0,1516,1,1,3,1,TA,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,167000,45,45.0,45,541,0.0,2,0,152,6.0
835,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,1144,GasA,Gd,Y,SBrkr,1144,0,1144,1,0,3,1,TA,Typ,missing,Attchd,Unf,TA,TA,Y,missing,GdWo,missing,0,WD,Normal,139950,47,47.0,47,572,1.0,2,0,0,5.5
836,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,HdBoard,missing,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,1067,GasA,TA,Y,SBrkr,1067,0,1067,2,0,2,1,Gd,Min2,missing,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,128000,60,14.0,15,442,0.0,1,290,0,5.5
837,30,RM,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,missing,TA,TA,BrkTil,TA,TA,No,Rec,Unf,1559,GasA,Gd,Y,SBrkr,1559,0,1559,1,0,2,1,TA,Min2,missing,Detchd,Unf,TA,TA,Y,missing,GdWo,missing,0,COD,Normal,153500,59,59.0,34,338,1.0,2,116,230,5.5
838,160,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,483,GasA,TA,Y,SBrkr,483,0,987,1,1,2,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,100000,35,35.0,35,330,1.0,2,0,0,5.5
839,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,missing,TA,TA,PConc,Gd,TA,No,Unf,Unf,1099,GasA,Ex,Y,SBrkr,1099,0,1099,1,1,3,1,Gd,Typ,missing,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,144000,13,9.0,2,0,0.0,2,278,0,5.5
840,50,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,missing,TA,TA,CBlock,TA,TA,No,BLQ,Unf,768,GasA,Ex,Y,SBrkr,768,0,1200,1,0,3,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,130500,62,62.0,13,352,0.0,2,0,0,5.5
841,70,RH,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,missing,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,672,GasA,TA,N,SBrkr,810,0,1482,2,0,4,1,Fa,Typ,missing,Detchd,Unf,TA,TA,P,missing,missing,missing,0,WD,Normal,140000,83,74.0,58,156,0.0,2,0,254,7.0
842,70,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,missing,TA,TA,PConc,TA,TA,No,Unf,Unf,650,GasA,Gd,Y,SBrkr,958,0,1539,2,0,3,1,Gd,Typ,Po,Detchd,Unf,Gd,TA,P,missing,missing,missing,0,WD,Normal,157500,104,25.0,6,0,0.0,4,148,68,6.5
843,80,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Gd,Rec,ALQ,1127,GasA,TA,Y,SBrkr,1165,0,1165,1,1,3,1,TA,Typ,missing,Attchd,RFn,Gd,Gd,Y,missing,GdPrv,missing,0,WD,Normal,174900,42,42.0,42,851,1.0,2,129,0,6.5
844,90,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,Gable,CompShg,BrkFace,BrkFace,missing,TA,TA,CBlock,TA,TA,No,Unf,Unf,1800,GasA,Ex,N,SBrkr,1800,0,1800,2,0,6,2,TA,Typ,missing,missing,missing,missing,missing,Y,missing,missing,missing,0,WD,Normal,141000,46,27.0,46,0,0.0,2,0,0,4.5
845,50,RM,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,missing,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,876,GasA,Gd,Y,SBrkr,876,0,1416,1,1,4,1,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,153900,93,59.0,58,0,0.0,2,418,194,6.5
846,85,RL,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,missing,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,1390,GasA,TA,Y,SBrkr,1701,0,1701,2,0,3,1,TA,Min2,TA,Basment,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,171000,32,32.0,26,1390,1.0,2,0,0,5.0
847,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,740,GasA,Ex,Y,SBrkr,1006,0,1775,2,1,3,1,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,213000,16,16.0,16,513,1.0,3,306,192,6.0
848,20,RL,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,missing,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,864,GasA,Ex,Y,SBrkr,864,0,864,1,0,3,1,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,133500,37,37.0,37,460,1.0,1,0,0,5.5
849,50,RL,Pave,missing,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,missing,TA,TA,BrkTil,TA,TA,No,Unf,Unf,907,GasA,TA,Y,SBrkr,1307,0,2358,3,0,5,1,TA,Typ,Gd,Detchd,Unf,Fa,TA,Y,missing,missing,missing,0,WD,Normal,240000,100,100.0,11,0,0.0,4,526,175,7.0
850,80,RL,Pave,missing,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,Hip,CompShg,Plywood,Plywood,BrkFace,Gd,Gd,CBlock,TA,TA,No,Unf,Unf,528,GasA,Ex,Y,SBrkr,1094,0,1855,2,1,3,1,TA,Typ,TA,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,187000,31,31.0,13,0,0.0,3,213,0,6.5
851,120,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,848,GasA,Ex,Y,SBrkr,848,0,848,1,0,1,1,Gd,Typ,missing,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,131500,4,4.0,4,659,1.0,1,140,0,5.5
852,120,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,1273,GasA,Ex,Y,SBrkr,1456,0,1456,2,0,2,1,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,215000,3,3.0,3,0,0.0,4,163,0,6.5
853,75,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,missing,TA,Gd,CBlock,TA,TA,No,Rec,Unf,918,GasA,Gd,Y,SBrkr,918,0,1646,2,0,4,1,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,missing,MnPrv,missing,0,WD,Normal,164000,66,66.0,57,364,0.0,2,0,126,6.0
854,80,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,HdBoard,BrkFace,TA,Gd,CBlock,TA,TA,Gd,Rec,Unf,1127,GasA,TA,Y,SBrkr,1445,0,1445,1,1,3,1,TA,Typ,Fa,Attchd,RFn,TA,TA,Y,missing,MnPrv,missing,0,WD,Normal,158000,45,45.0,45,564,0.0,3,180,0,6.0
855,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Plywood,missing,TA,TA,CBlock,TA,TA,Mn,ALQ,Rec,1763,GasA,TA,Y,SBrkr,1779,0,1779,1,1,3,1,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Abnorml,170000,51,51.0,32,1391,1.0,2,418,312,4.5
856,20,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,missing,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,1040,GasA,Ex,Y,SBrkr,1040,0,1040,1,1,3,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,127000,48,48.0,0,659,1.0,2,104,0,6.5
857,80,RL,Pave,missing,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,HdBoard,missing,TA,TA,CBlock,Gd,Gd,Gd,GLQ,LwQ,940,GasA,TA,Y,SBrkr,1026,0,1026,1,0,3,1,TA,Typ,missing,Detchd,Unf,TA,Fa,Y,missing,MnPrv,missing,0,WD,Normal,147000,30,27.0,30,940,1.0,1,0,34,6.0
858,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,missing,TA,TA,PConc,Gd,TA,No,Unf,Unf,702,GasA,Gd,Y,SBrkr,702,0,1481,2,1,3,1,TA,Typ,TA,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,174000,15,15.0,14,0,0.0,2,36,0,5.5
859,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,1090,GasA,TA,Y,SBrkr,1370,0,1370,2,0,3,1,TA,Typ,TA,Attchd,RFn,TA,TA,Y,missing,MnPrv,missing,0,WD,Family,152000,33,33.0,33,0,0.0,2,0,0,6.0
860,60,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,1054,GasA,TA,Y,SBrkr,1512,0,2654,2,1,4,1,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,250000,38,38.0,22,619,1.0,4,65,222,6.5
861,50,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,missing,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,912,GasA,Gd,Y,SBrkr,912,0,1426,1,1,3,1,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,missing,GdPrv,missing,0,WD,Normal,189950,89,82.0,9,0,0.0,3,240,0,7.5
862,190,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,Hip,CompShg,Plywood,HdBoard,missing,TA,TA,PConc,TA,TA,Mn,BLQ,Unf,1039,GasA,Ex,Y,SBrkr,1039,0,1039,1,1,3,1,TA,Typ,missing,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,131500,45,45.0,45,841,1.0,2,0,0,4.5
863,20,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,missing,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1040,GasA,TA,Y,SBrkr,1097,0,1097,2,0,3,1,TA,Typ,missing,Attchd,Unf,TA,TA,Y,missing,GdPrv,missing,0,WD,Normal,152000,26,24.0,25,338,0.0,2,0,0,5.5
864,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,missing,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1148,GasA,TA,Y,SBrkr,1148,0,1148,1,0,3,1,TA,Typ,missing,Attchd,Unf,TA,TA,Y,missing,GdPrv,missing,0,WD,Normal,132500,50,50.0,50,1148,1.0,2,0,0,5.0
865,20,FV,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,missing,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1372,GasA,Ex,Y,SBrkr,1372,0,1372,2,0,3,1,Gd,Typ,missing,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,New,Partial,250580,1,0.0,0,0,0.0,2,140,0,6.0
866,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1002,GasA,TA,Y,SBrkr,1002,0,1002,1,0,3,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,MnPrv,missing,0,WD,Normal,148500,39,36.0,39,828,1.0,1,0,0,5.5
867,20,RL,Pave,missing,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1638,GasA,Ex,Y,SBrkr,1646,0,1646,2,0,3,1,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,New,Partial,248900,1,0.0,0,0,0.0,2,272,0,6.5
868,20,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,missing,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1040,GasA,TA,Y,SBrkr,1120,0,1120,1,1,3,1,Fa,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,Shed,400,WD,Normal,129000,46,46.0,46,932,1.0,1,168,0,4.5
869,60,RL,Pave,missing,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,missing,TA,TA,Slab,missing,missing,missing,missing,missing,0,GasA,Gd,Y,SBrkr,1547,53,2320,2,0,2,1,TA,Typ,TA,Attchd,Unf,TA,TA,P,missing,missing,missing,0,WD,Normal,169000,58,27.0,56,0,0.0,4,264,0,5.5
870,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1050,GasA,Ex,Y,SBrkr,1062,0,1949,2,1,3,1,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,missing,GdPrv,missing,0,WD,Normal,236000,17,17.0,16,750,1.0,4,246,0,6.0
871,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,missing,TA,TA,CBlock,TA,TA,No,Unf,Unf,894,GasA,Gd,N,SBrkr,894,0,894,1,0,2,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,109500,47,47.0,47,0,0.0,2,0,0,5.0
872,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,804,GasA,Ex,Y,SBrkr,804,0,1682,2,1,3,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,200500,12,12.0,12,505,0.0,3,77,0,5.5
873,20,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,missing,Gd,TA,Stone,TA,TA,Av,Unf,Unf,105,GasA,Gd,Y,SBrkr,910,0,910,1,0,3,1,Gd,Typ,missing,Attchd,Unf,TA,TA,Y,missing,GdWo,missing,0,WD,Normal,116000,55,55.0,12,0,0.0,1,196,150,6.0
874,40,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,missing,Gd,TA,CBlock,TA,TA,No,Rec,Unf,832,GasA,Gd,Y,SBrkr,1036,232,1268,1,0,3,1,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,missing,missing,Othr,0,WD,Normal,133000,60,60.0,59,375,0.0,2,28,0,6.0
875,50,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,missing,TA,TA,CBlock,TA,TA,No,Unf,Unf,676,GasA,Ex,Y,SBrkr,676,0,1131,1,1,3,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Abnorml,66500,68,68.0,59,0,0.0,1,26,0,5.5
