Id,MSSubClass,MSZoning,LotShape,Utilities,LotConfig,Neighborhood,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,Fence,MiscVal,SaleType,SaleCondition,SalePrice,HouseAge,GarageAge,RemodAge,BsmtFinSF,TotalBsmtBath,LivRmsAbvGrd,WDOpnPorch,TSSnEncPorch,OverallGrade,StreetAlley,LandSlopeContour,LotCondition,BsmtFinType,BsmtGrade,ExterGrade
636,190,2.0,3.0,0.0,4.0,18.0,1.0,3.0,3.0,1.0,12.0,13.0,3.0,1.0,3.0,1440,1.0,0.0,1.0,0.0,1440,515,3395,2,0,8,2,1.0,6.0,5.0,6.0,3.0,5.0,5.0,0.0,4.0,0,8.0,0.0,200000,93,27.0,12,256,0.0,4,110,0,6.5,1.0,0.0,1.5,4.0,1.5,2.5
637,30,4.0,3.0,0.0,4.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,264,3.0,1.0,0.0,0.0,800,0,800,1,0,1,1,1.0,0.0,3.0,6.0,3.0,5.0,5.0,0.0,4.0,0,5.0,4.0,60000,73,29.0,59,0,0.0,2,0,0,2.5,1.5,1.5,2.0,5.0,1.5,1.0
638,190,4.0,3.0,0.0,4.0,17.0,1.0,0.0,1.0,1.0,13.0,14.0,3.0,1.0,3.0,811,1.0,4.0,1.0,0.0,811,0,1387,2,0,3,2,2.0,6.0,5.0,3.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,93000,55,55.0,55,0,0.0,2,0,0,4.5,1.5,1.5,2.0,5.0,3.0,3.5
639,30,3.0,3.0,0.0,4.0,7.0,0.0,2.0,1.0,1.0,8.0,14.0,3.0,1.0,3.0,796,1.0,2.0,1.0,0.0,796,0,796,1,0,2,1,3.0,6.0,5.0,6.0,3.0,5.0,5.0,1.0,2.0,0,8.0,4.0,85000,98,28.0,58,0,0.0,1,328,164,6.0,1.5,1.5,1.5,5.0,2.0,3.5
640,120,3.0,3.0,0.0,4.0,0.0,4.0,2.0,3.0,1.0,12.0,13.0,3.0,2.0,0.0,1520,1.0,0.0,1.0,4.0,1567,0,1567,2,0,1,1,0.0,6.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,0,6.0,5.0,264561,0,0.0,0,1154,1.0,5,312,0,6.5,1.5,1.5,2.0,3.5,1.5,3.0
641,120,3.0,0.0,0.0,4.0,16.0,4.0,2.0,3.0,1.0,8.0,8.0,1.0,2.0,1.0,1518,1.0,0.0,1.0,4.0,1518,0,1518,1,1,1,1,0.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,274000,5,5.0,4,1218,0.0,4,325,0,6.5,1.5,1.5,2.0,3.5,1.5,2.0
642,60,1.0,3.0,0.0,4.0,21.0,0.0,5.0,1.0,1.0,12.0,13.0,3.0,2.0,3.0,1057,1.0,0.0,1.0,4.0,1057,0,1929,2,1,3,1,2.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,226000,6,6.0,6,738,1.0,3,235,0,6.0,1.5,1.5,2.0,3.5,2.5,3.0
643,80,3.0,3.0,0.0,4.0,12.0,0.0,7.0,1.0,1.0,9.0,14.0,3.0,1.0,1.0,1952,1.0,2.0,1.0,4.0,2000,0,2704,2,1,4,1,0.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,2.0,0,8.0,4.0,345000,37,37.0,14,1410,1.0,4,380,0,7.5,1.5,1.5,2.0,3.5,2.5,3.0
644,60,3.0,3.0,0.0,4.0,14.0,0.0,5.0,4.0,1.0,14.0,6.0,1.0,1.0,3.0,780,1.0,0.0,1.0,4.0,780,0,1620,2,1,4,1,3.0,2.0,5.0,1.0,0.0,4.0,4.0,2.0,1.0,0,8.0,4.0,152000,38,38.0,38,780,0.0,2,208,0,5.0,1.5,1.5,4.0,2.5,3.0,3.5
645,20,1.0,3.0,0.0,4.0,21.0,0.0,2.0,1.0,1.0,5.0,5.0,2.0,2.0,2.0,1766,1.0,0.0,1.0,4.0,1766,0,1766,2,1,2,1,0.0,6.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,0,6.0,5.0,370878,0,0.0,0,1121,1.0,4,325,0,7.0,1.5,1.5,2.0,3.5,1.5,2.0
646,20,3.0,0.0,0.0,0.0,12.0,0.0,2.0,3.0,1.0,9.0,10.0,3.0,1.0,3.0,981,1.0,4.0,1.0,4.0,981,0,981,1,1,3,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,143250,36,28.0,36,317,1.0,1,312,40,5.5,1.5,1.5,2.0,1.5,3.0,3.5
647,20,3.0,3.0,0.0,4.0,12.0,0.0,2.0,3.0,1.0,8.0,8.0,3.0,1.0,4.0,0,1.0,2.0,1.0,4.0,1048,0,1048,1,0,3,1,3.0,2.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,98300,58,58.0,58,0,0.0,3,27,0,5.0,1.5,1.5,2.0,6.0,4.0,3.5
648,20,3.0,0.0,0.0,4.0,7.0,0.0,2.0,3.0,1.0,13.0,14.0,2.0,1.0,2.0,1094,1.0,0.0,1.0,4.0,1094,0,1094,1,0,3,1,3.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,155000,55,55.0,55,500,0.0,1,0,287,5.5,1.5,1.5,2.0,4.5,3.0,3.5
649,60,3.0,3.0,0.0,4.0,12.0,0.0,5.0,1.0,1.0,8.0,8.0,1.0,1.0,3.0,756,1.0,4.0,1.0,4.0,1051,0,1839,1,1,4,1,3.0,6.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,155000,44,44.0,44,0,0.0,2,124,216,5.5,1.5,1.5,3.0,5.0,3.0,3.5
650,180,4.0,3.0,0.0,4.0,10.0,3.0,6.0,1.0,1.0,5.0,5.0,3.0,1.0,0.0,630,1.0,2.0,1.0,4.0,630,0,630,1,0,1,1,3.0,6.0,5.0,6.0,3.0,5.0,5.0,2.0,2.0,0,8.0,4.0,84500,37,27.0,37,630,1.0,1,0,0,5.0,1.5,1.5,2.0,1.5,2.5,3.5
651,60,1.0,3.0,0.0,4.0,21.0,0.0,5.0,1.0,1.0,5.0,5.0,3.0,2.0,3.0,813,1.0,0.0,1.0,4.0,822,0,1665,2,1,3,1,2.0,6.0,5.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,205950,1,1.0,1,0,0.0,3,0,0,6.5,1.5,1.5,2.0,5.0,2.5,3.0
652,70,3.0,3.0,0.0,4.0,7.0,0.0,5.0,1.0,1.0,8.0,8.0,3.0,1.0,2.0,755,1.0,4.0,1.0,4.0,755,0,1510,1,0,4,1,3.0,6.0,2.0,5.0,2.0,1.0,3.0,1.0,2.0,0,8.0,4.0,108000,69,69.0,59,0,1.0,2,120,0,4.5,1.5,1.5,1.0,5.0,3.0,3.5
653,60,3.0,3.0,0.0,4.0,5.0,0.0,5.0,1.0,1.0,12.0,13.0,3.0,2.0,3.0,880,1.0,0.0,1.0,4.0,909,0,1716,2,1,2,1,2.0,6.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,191000,13,13.0,13,0,0.0,4,120,0,6.0,1.5,1.5,2.0,5.0,2.5,3.0
654,50,4.0,3.0,0.0,4.0,9.0,0.0,0.0,1.0,1.0,8.0,8.0,3.0,1.0,3.0,756,1.0,0.0,1.0,4.0,756,0,1469,1,0,3,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0,0,8.0,4.0,135000,102,102.0,13,0,0.0,3,57,239,6.5,0.5,1.5,2.0,5.0,3.0,3.5
655,20,3.0,0.0,0.0,4.0,15.0,0.0,2.0,3.0,1.0,8.0,8.0,1.0,2.0,1.0,2109,1.0,0.0,1.0,4.0,2113,0,2113,2,1,2,1,2.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,350000,13,13.0,13,1696,1.0,4,282,0,7.0,1.5,1.5,2.0,3.5,2.5,2.0
656,160,4.0,3.0,0.0,4.0,2.0,3.0,5.0,1.0,1.0,6.0,7.0,1.0,1.0,3.0,525,1.0,4.0,1.0,4.0,525,0,1092,1,1,3,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,3.0,88000,39,39.0,39,0,0.0,2,0,0,5.5,1.5,1.5,2.0,5.0,3.0,3.5
657,20,3.0,0.0,0.0,4.0,12.0,0.0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,3.0,1053,1.0,0.0,1.0,4.0,1053,0,1053,1,1,3,1,2.0,6.0,5.0,1.0,1.0,4.0,4.0,2.0,2.0,0,8.0,4.0,145500,49,49.0,2,806,1.0,1,0,0,6.0,1.5,1.5,2.0,2.5,3.0,3.0
658,70,3.0,3.0,0.0,4.0,6.0,0.0,5.0,1.0,1.0,11.0,15.0,3.0,0.0,3.0,776,1.0,4.0,1.0,4.0,851,0,1502,1,1,3,1,3.0,6.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,0,8.0,4.0,149000,77,77.0,8,0,0.0,2,0,112,6.5,1.5,1.0,2.0,5.0,2.5,2.0
659,50,3.0,3.0,0.0,4.0,12.0,0.0,0.0,1.0,1.0,12.0,13.0,3.0,1.0,3.0,912,1.0,4.0,1.0,4.0,912,0,1458,1,0,3,1,3.0,6.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,0,8.0,0.0,97500,62,62.0,60,0,0.5,2,192,0,5.5,1.5,1.5,1.0,5.0,3.0,3.5
660,20,3.0,3.0,0.0,0.0,7.0,0.0,2.0,3.0,1.0,8.0,8.0,3.0,2.0,3.0,1486,1.0,0.0,1.0,4.0,1486,0,1486,1,0,3,1,3.0,6.0,5.0,5.0,0.0,4.0,4.0,2.0,2.0,0,8.0,4.0,167000,45,41.0,10,637,1.0,3,0,0,6.0,1.5,1.5,2.0,3.0,3.0,2.5
661,60,3.0,3.0,0.0,1.0,14.0,0.0,5.0,1.0,1.0,9.0,10.0,1.0,1.0,3.0,793,1.0,4.0,1.0,4.0,1142,0,1935,2,1,3,1,3.0,6.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,197900,31,31.0,31,0,0.0,3,113,252,7.0,1.5,1.5,2.0,5.0,2.5,3.5
662,60,3.0,1.0,0.0,1.0,15.0,0.0,5.0,3.0,1.0,12.0,13.0,1.0,2.0,3.0,1629,1.0,0.0,1.0,4.0,1686,0,2448,2,1,4,1,2.0,6.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,402000,15,15.0,4,1541,1.0,3,593,0,7.5,1.5,1.5,2.0,3.0,1.5,3.0
663,20,3.0,3.0,0.0,0.0,12.0,0.0,2.0,3.0,1.0,13.0,14.0,1.0,1.0,3.0,1392,1.0,2.0,1.0,4.0,1392,0,1392,1,0,2,1,3.0,1.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,110000,41,41.0,41,0,1.0,2,0,240,4.5,1.5,1.5,2.0,5.0,0.5,3.5
664,85,3.0,3.0,0.0,4.0,7.0,0.0,6.0,1.0,1.0,9.0,10.0,3.0,1.0,0.0,1138,1.0,4.0,1.0,4.0,1181,0,1181,2,0,3,1,3.0,6.0,5.0,5.0,1.0,4.0,4.0,2.0,2.0,0,8.0,4.0,137500,36,34.0,36,1100,1.0,2,0,180,4.5,1.5,1.5,2.0,2.5,2.5,3.5
665,20,3.0,1.0,0.0,1.0,21.0,0.0,2.0,1.0,1.0,12.0,13.0,3.0,2.0,2.0,2077,1.0,0.0,1.0,4.0,2097,0,2097,1,1,1,1,0.0,6.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,0,6.0,5.0,423000,1,1.0,0,1721,1.0,6,459,0,6.5,1.5,1.5,4.0,3.5,1.5,3.0
666,60,3.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,1.0,12.0,13.0,1.0,2.0,3.0,1406,1.0,0.0,1.0,4.0,1454,0,1936,2,1,3,1,2.0,6.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,230500,6,6.0,6,0,0.0,3,312,0,6.5,1.5,1.5,2.0,5.0,2.5,3.0
667,60,3.0,0.0,0.0,4.0,12.0,0.0,5.0,0.0,5.0,9.0,10.0,0.0,1.0,3.0,1021,1.0,4.0,1.0,4.0,1465,0,2380,2,1,3,1,3.0,5.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,0,8.0,0.0,129000,42,42.0,28,910,0.0,3,265,0,5.5,1.5,1.5,2.0,3.5,2.5,2.5
668,20,3.0,3.0,0.0,4.0,20.0,0.0,2.0,1.0,1.0,6.0,6.0,1.0,2.0,3.0,1408,1.0,0.0,1.0,4.0,1679,0,1679,2,0,3,1,2.0,6.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,193500,14,14.0,10,1138,1.0,3,266,0,5.5,1.5,1.5,2.0,3.5,2.5,3.5
669,20,3.0,3.0,0.0,0.0,19.0,0.0,2.0,1.0,1.0,5.0,14.0,3.0,1.0,3.0,1188,1.0,2.0,1.0,4.0,1437,0,1437,1,1,3,1,3.0,3.0,4.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,168000,50,7.0,19,988,1.0,2,304,0,5.5,1.5,0.5,2.0,4.5,3.0,3.5
670,30,3.0,3.0,0.0,4.0,6.0,0.0,2.0,1.0,1.0,8.0,8.0,3.0,0.0,3.0,700,1.0,0.0,1.0,4.0,1180,0,1180,1,0,2,1,1.0,6.0,2.0,5.0,2.0,4.0,1.0,2.0,4.0,0,8.0,4.0,137500,84,84.0,56,0,0.0,2,0,67,4.5,1.5,1.5,2.0,5.0,2.0,3.5
671,60,3.0,3.0,0.0,2.0,5.0,0.0,5.0,1.0,1.0,12.0,13.0,3.0,2.0,3.0,738,1.0,0.0,1.0,4.0,738,0,1476,2,1,3,1,2.0,6.0,5.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,173500,4,4.0,4,193,1.0,3,135,0,5.5,1.5,1.5,2.0,3.5,2.5,3.0
672,70,2.0,3.0,0.0,4.0,7.0,0.0,5.0,2.0,1.0,13.0,14.0,3.0,0.0,3.0,672,1.0,4.0,0.0,4.0,697,0,1369,2,0,3,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,103600,84,79.0,59,551,1.0,2,147,0,6.0,1.5,1.5,1.0,3.0,3.0,2.5
673,20,3.0,0.0,0.0,4.0,24.0,0.0,2.0,1.0,1.0,9.0,10.0,3.0,1.0,3.0,1208,1.0,4.0,1.0,4.0,1208,0,1208,1,1,3,1,3.0,6.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,165000,29,29.0,29,767,1.0,2,240,0,6.0,1.5,1.5,2.0,2.5,2.5,3.0
674,20,3.0,3.0,0.0,4.0,6.0,0.0,2.0,3.0,1.0,5.0,5.0,1.0,2.0,3.0,1477,1.0,0.0,1.0,4.0,1839,0,1839,2,0,3,1,2.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,257500,50,50.0,3,1186,1.0,3,87,200,6.5,1.5,1.5,2.0,3.5,3.0,3.5
675,20,3.0,3.0,0.0,4.0,12.0,0.0,2.0,1.0,1.0,6.0,6.0,3.0,1.0,3.0,1136,1.0,4.0,1.0,4.0,1136,0,1136,1,0,3,1,3.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,140000,43,43.0,43,892,1.0,1,426,0,6.0,1.5,1.5,2.0,4.5,3.0,3.5
676,160,3.0,3.0,0.0,4.0,13.0,3.0,5.0,1.0,1.0,9.0,2.0,3.0,1.0,3.0,855,1.0,4.0,1.0,4.0,855,0,1441,2,1,3,1,3.0,6.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,148500,31,31.0,31,311,0.0,3,28,0,6.0,1.5,1.5,2.0,2.5,3.0,3.5
677,70,4.0,3.0,0.0,4.0,17.0,0.0,5.0,1.0,1.0,0.0,12.0,3.0,0.0,3.0,1095,2.0,1.0,0.0,4.0,1095,0,1774,2,0,4,2,3.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,4.0,0,8.0,4.0,87000,106,86.0,56,0,1.0,2,0,90,3.0,0.5,1.5,2.0,5.0,1.5,3.5
678,30,3.0,3.0,0.0,4.0,17.0,0.0,2.0,1.0,1.0,12.0,13.0,3.0,0.0,3.0,768,1.0,0.0,1.0,4.0,792,0,792,1,0,2,1,2.0,6.0,5.0,5.0,2.0,1.0,1.0,0.0,4.0,0,8.0,4.0,109500,85,85.0,3,0,0.0,2,316,120,6.5,1.5,1.5,2.0,5.0,3.0,3.0
679,20,3.0,0.0,0.0,4.0,22.0,0.0,2.0,3.0,1.0,12.0,13.0,2.0,2.0,2.0,2046,1.0,0.0,1.0,4.0,2046,0,2046,2,1,3,1,2.0,6.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,0,6.0,5.0,372500,1,1.0,1,0,0.0,3,404,0,6.5,1.5,1.5,2.0,5.0,1.5,3.0
680,20,3.0,0.0,0.0,4.0,19.0,0.0,2.0,3.0,1.0,13.0,14.0,1.0,1.0,3.0,988,1.0,4.0,1.0,4.0,988,0,988,1,0,3,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,128500,46,44.0,46,827,1.0,1,0,0,5.0,1.5,1.5,2.0,4.5,3.0,3.5
681,120,3.0,3.0,0.0,4.0,20.0,4.0,2.0,1.0,1.0,9.0,10.0,3.0,1.0,3.0,923,1.0,4.0,1.0,4.0,923,0,923,2,0,2,1,3.0,6.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,143000,30,30.0,30,662,0.0,2,80,0,5.5,1.5,1.5,2.0,1.0,2.5,3.5
682,50,2.0,1.0,0.0,4.0,18.0,0.0,0.0,1.0,1.0,12.0,12.0,3.0,0.0,3.0,793,1.0,0.0,1.0,4.0,848,0,1520,1,0,3,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,0.0,159434,77,41.0,9,182,0.0,2,0,56,5.0,1.0,0.0,2.0,4.5,3.0,3.5
683,120,3.0,3.0,0.0,4.0,4.0,0.0,2.0,1.0,1.0,13.0,14.0,3.0,2.0,2.0,1291,1.0,0.0,1.0,4.0,1291,0,1291,1,0,2,1,2.0,6.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,173000,12,12.0,11,1003,1.0,3,307,0,5.5,1.5,0.5,2.0,3.5,2.5,3.5
684,20,3.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,1.0,12.0,13.0,2.0,2.0,0.0,1626,1.0,0.0,1.0,4.0,1668,0,1668,2,0,3,1,2.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,285000,5,5.0,5,1059,1.0,3,302,0,7.0,1.5,1.5,2.0,3.5,2.5,3.0
685,60,3.0,1.0,0.0,1.0,15.0,0.0,5.0,1.0,1.0,12.0,13.0,1.0,2.0,3.0,1195,1.0,2.0,1.0,4.0,1195,0,1839,2,1,4,1,3.0,6.0,5.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,221000,12,12.0,12,0,0.0,2,81,0,6.0,1.5,1.5,2.0,5.0,2.5,3.0
686,160,3.0,0.0,0.0,1.0,22.0,4.0,5.0,1.0,1.0,6.0,6.0,3.0,1.0,2.0,1190,1.0,2.0,1.0,4.0,1190,0,2090,2,0,3,1,2.0,2.0,4.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,207500,23,23.0,23,1010,1.0,2,219,0,6.0,1.5,1.5,2.0,2.5,2.5,3.0
687,60,1.0,3.0,0.0,4.0,21.0,0.0,5.0,1.0,1.0,12.0,13.0,3.0,2.0,3.0,874,1.0,0.0,1.0,4.0,874,0,1761,3,0,3,1,2.0,6.0,5.0,1.0,0.0,4.0,4.0,2.0,4.0,0,6.0,5.0,227875,0,0.0,0,0,0.0,3,249,0,6.5,1.5,1.5,2.0,5.0,2.5,3.0
688,160,1.0,1.0,0.0,2.0,21.0,4.0,5.0,1.0,1.0,8.0,8.0,3.0,2.0,3.0,551,1.0,0.0,1.0,4.0,551,0,1102,2,1,2,1,2.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,148800,3,3.0,3,239,0.0,1,60,0,6.0,1.5,1.5,2.0,3.5,2.5,3.0
689,20,3.0,3.0,0.0,4.0,22.0,0.0,2.0,1.0,1.0,8.0,8.0,1.0,2.0,0.0,1419,1.0,0.0,1.0,4.0,1419,0,1419,2,0,2,1,2.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,0,6.0,5.0,392000,0,0.0,0,945,1.0,4,140,0,7.0,1.5,0.5,2.0,3.5,2.5,3.0
690,120,3.0,0.0,0.0,0.0,16.0,4.0,2.0,1.0,1.0,12.0,13.0,2.0,2.0,0.0,1362,1.0,0.0,1.0,4.0,1362,0,1362,2,0,2,1,2.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,194700,2,2.0,1,20,0.0,3,220,0,5.5,1.5,1.5,2.0,2.5,2.5,3.0
691,120,4.0,3.0,0.0,4.0,5.0,4.0,2.0,1.0,1.0,12.0,13.0,1.0,2.0,1.0,848,1.0,0.0,1.0,4.0,848,0,848,1,0,1,1,2.0,6.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,141000,4,4.0,4,697,1.0,1,149,0,5.5,1.5,1.5,2.0,3.5,2.5,3.0
692,60,3.0,0.0,0.0,0.0,15.0,0.0,5.0,1.0,7.0,6.0,6.0,1.0,2.0,1.0,2444,1.0,0.0,1.0,4.0,2444,0,4316,3,1,4,1,0.0,6.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,755000,13,13.0,12,1455,0.5,5,432,0,8.0,1.5,1.5,2.0,3.5,1.5,2.0
693,60,3.0,0.0,0.0,4.0,23.0,0.0,5.0,3.0,1.0,8.0,8.0,1.0,2.0,1.0,1210,1.0,0.0,1.0,4.0,1238,0,2519,2,1,4,1,2.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,335000,17,17.0,16,965,1.0,4,347,0,6.0,1.5,2.0,2.0,3.5,2.5,3.0
694,30,3.0,3.0,0.0,0.0,17.0,0.0,2.0,1.0,1.0,8.0,8.0,3.0,0.0,3.0,1073,1.0,0.0,1.0,4.0,1073,0,1073,1,0,2,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,0.0,108480,85,38.0,38,0,0.0,1,0,112,5.5,1.5,2.5,2.0,5.0,3.0,3.5
695,50,4.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,13.0,14.0,3.0,0.0,3.0,927,1.0,4.0,1.0,4.0,1067,0,1539,1,1,3,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0,0,8.0,4.0,141500,73,14.0,59,0,0.0,1,112,0,5.5,1.5,1.5,2.0,5.0,3.0,2.0
696,20,3.0,0.0,0.0,4.0,23.0,0.0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,3.0,1112,1.0,2.0,1.0,4.0,1137,0,1137,2,0,2,1,2.0,6.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,176000,19,19.0,19,1020,1.0,2,125,0,6.0,1.5,1.5,2.0,2.5,1.5,3.5
697,30,4.0,3.0,0.0,4.0,3.0,0.0,2.0,1.0,1.0,13.0,15.0,3.0,1.0,3.0,616,1.0,2.0,1.0,4.0,616,0,616,1,0,2,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,89000,85,85.0,56,616,0.0,1,0,129,6.0,1.5,1.5,2.0,4.0,3.0,3.5
698,20,3.0,0.0,0.0,4.0,7.0,0.0,2.0,1.0,1.0,13.0,14.0,3.0,2.0,2.0,980,1.0,1.0,1.0,0.0,1148,0,1148,1,0,2,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,123500,54,54.0,54,761,0.5,3,0,0,6.0,1.5,1.5,2.0,1.5,0.5,3.5
699,20,3.0,3.0,0.0,4.0,19.0,0.0,2.0,1.0,1.0,8.0,8.0,3.0,1.0,3.0,894,1.0,0.0,1.0,4.0,894,0,894,1,0,3,1,3.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,2.0,0,8.0,4.0,138500,45,37.0,1,670,1.0,1,560,0,6.5,1.5,1.5,3.5,1.5,3.0,2.5
700,120,1.0,1.0,0.0,4.0,21.0,4.0,2.0,1.0,1.0,8.0,8.0,3.0,2.0,2.0,1391,1.0,0.0,1.0,4.0,1391,0,1391,2,0,2,1,2.0,6.0,5.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,196000,4,4.0,4,16,0.0,2,314,0,6.0,1.0,1.5,2.0,3.5,2.5,3.0
701,20,3.0,3.0,0.0,4.0,23.0,0.0,2.0,3.0,1.0,12.0,13.0,1.0,2.0,1.0,1800,1.0,0.0,1.0,4.0,1800,0,1800,2,0,3,1,2.0,6.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,312500,4,4.0,4,1274,1.0,3,348,0,6.5,1.5,1.5,2.0,3.5,1.5,3.0
702,20,3.0,3.0,0.0,4.0,14.0,0.0,2.0,3.0,1.0,6.0,6.0,1.0,1.0,3.0,1164,1.0,4.0,1.0,4.0,1164,0,1164,1,1,3,1,3.0,6.0,5.0,1.0,2.0,4.0,4.0,2.0,4.0,0,0.0,4.0,140000,37,37.0,37,0,0.0,2,0,0,6.0,1.5,1.5,2.0,5.0,3.0,3.5
703,60,3.0,0.0,0.0,4.0,22.0,0.0,5.0,3.0,1.0,12.0,13.0,1.0,2.0,3.0,1234,1.0,0.0,1.0,4.0,1264,0,2576,2,1,4,1,0.0,6.0,2.0,3.0,0.0,4.0,4.0,2.0,4.0,0,6.0,5.0,361919,0,0.0,0,0,0.0,5,424,0,6.5,1.5,1.5,2.0,5.0,0.5,2.0
704,190,4.0,3.0,0.0,4.0,17.0,1.0,5.0,1.0,1.0,13.0,14.0,3.0,0.0,3.0,360,1.0,2.0,1.0,4.0,1032,0,1812,2,0,4,2,2.0,6.0,3.0,5.0,2.0,4.0,4.0,0.0,2.0,0,8.0,4.0,140000,110,11.0,14,0,0.0,2,344,40,7.0,1.5,1.5,1.5,5.0,2.5,2.5
705,20,3.0,3.0,0.0,4.0,5.0,0.0,2.0,1.0,1.0,12.0,13.0,1.0,2.0,0.0,1473,1.0,0.0,1.0,4.0,1484,0,1484,2,0,3,1,2.0,6.0,5.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,213000,6,6.0,5,712,1.0,3,35,144,6.0,1.5,1.5,2.0,3.5,2.5,3.0
706,190,4.0,3.0,0.0,4.0,9.0,1.0,5.0,3.0,1.0,12.0,15.0,3.0,3.0,4.0,0,1.0,1.0,0.0,4.0,372,0,1092,2,0,3,2,1.0,4.0,5.0,6.0,3.0,5.0,5.0,0.0,4.0,3500,8.0,4.0,55000,80,30.0,60,0,0.0,2,0,0,4.5,1.5,1.5,2.0,6.0,4.0,1.0
